,itemTypeDisplayName,displayProperties.name,defaultDamageTypeHash,equippingBlock.equipmentSlotTypeHash,equippingBlock.ammoType,sockets.socketEntries.0.singleInitialItemHash,sockets.socketEntries.1.randomizedPlugSetHash,sockets.socketEntries.2.randomizedPlugSetHash,sockets.socketEntries.3.randomizedPlugSetHash,sockets.socketEntries.4.randomizedPlugSetHash
681067419,Scout Rifle,Hung Jury SR4 (Adept),Kinetic,Kinetic,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Subsistence', 'Moving Target', 'Rapid Hit', 'Heating Up', 'Bottomless Grief', 'Surplus', 'Bottomless Grief']","['Adrenaline Junkie', 'Box Breathing', 'Explosive Payload', 'Wellspring', 'One for All', 'Firefly']"
686951703,Sniper Rifle,The Supremacy,Kinetic,Kinetic,Special,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Snapshot Sights', 'Outlaw', 'Ambitious Assassin', 'Genesis']","['Triple Tap', 'Rampage', 'Kill Clip', 'Rapid Hit']"
690668916,Scout Rifle,Vision of Confluence (Timelost),Solar,Energy,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Tunnel Vision', 'Wellspring', 'Surplus', 'Rewind Rounds', 'Killing Wind', 'Zen Moment', 'Zen Moment']","['Firefly', 'Kill Clip', 'Disruption Break', 'Frenzy', 'Thresh', 'Full Auto Trigger System', 'Full Auto Trigger System']"
720351795,Combat Bow,Arsenic Bite-4b,Arc,Energy,Primary,Lightweight Frame,"['Agile Bowstring', 'Tactile String', 'Elastic String', 'Flexible String', 'High Tension String', 'Natural String', 'Polymer String']","['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Fiberglass Arrow Shaft', 'Helical Fletching', 'Natural Fletching', 'Straight Fletching']","['Rampage', 'Dragonfly', 'Hip-Fire Grip', 'Moving Target', 'Snapshot Sights', 'Quickdraw']","['Sneak Bow', 'Explosive Head', ""Archer's Tempo""]"
766323545,Submachine Gun,Seventh Seraph VY-7,Arc,Energy,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Ambitious Assassin', 'Firmly Planted', ""Fourth Time's the Charm"", 'Pulse Monitor']","['Dragonfly', 'Feeding Frenzy', 'Vorpal Weapon', 'Elemental Capacitor']"
821154603,Auto Rifle,Gnawing Hunger,Void,Energy,Primary,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Tap the Trigger', 'Subsistence', 'Zen Moment', 'Field Prep', 'Auto-Loading Holster']","['Rampage', 'Kill Clip', 'Multikill Clip', 'Demolitionist', 'Swashbuckler']"
852228780,Sniper Rifle,Uzume RR4 (Adept),Solar,Energy,Special,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Triple Tap', 'Bottomless Grief', 'Lead from Gold', 'Snapshot Sights', 'Clown Cartridge', 'Killing Wind', 'Bottomless Grief']","['Adrenaline Junkie', 'Explosive Payload', 'Vorpal Weapon', 'High-Impact Reserves', 'Demolitionist', 'Dragonfly']"
852551895,Sniper Rifle,Occluded Finality,Arc,Energy,Special,Aggressive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['No Distractions', 'Auto-Loading Holster', 'Under Pressure', 'Surplus', 'Mulligan', 'Snapshot Sights']","['Demolitionist', 'Iron Reach', 'Elemental Capacitor', 'Eye of the Storm', 'Vorpal Weapon', 'Opening Shot']"
875848769,Submachine Gun,Borrowed Time,Solar,Energy,Primary,Aggressive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Heating Up', 'Tunnel Vision', 'Rangefinder', 'Grave Robber', ""Fourth Time's the Charm"", 'Killing Wind', 'Firmly Planted', 'Overflow', 'Surplus', 'Threat Detector', 'Feeding Frenzy', 'Dynamic Sway Reduction']","['Adrenaline Junkie', 'Dragonfly', 'Thresh', 'Frenzy', 'Wellspring', 'Snapshot Sights', 'Demolitionist', 'Tap the Trigger', 'Swashbuckler', 'One for All', 'Rampage', 'Surrounded']"
893527433,Sniper Rifle,Far Future,Solar,Energy,Special,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Surplus', 'Quickdraw', 'Moving Target', 'Slideshot', 'Auto-Loading Holster', 'Lead from Gold']","['Wellspring', 'Demolitionist', 'Thresh', 'Multikill Clip', 'Opening Shot', 'Frenzy']"
958384347,Rocket Launcher,Tomorrow's Answer,Void,Power,Heavy,High-Impact Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']","['Impulse Amplifier', 'Auto-Loading Holster', 'Ambitious Assassin', 'Quickdraw', 'Tracking Module']","['Chain Reaction', 'Unrelenting', 'Lasting Impression', 'Thresh', 'Cluster Bomb']"
981718087,Grenade Launcher,Deafening Whisper,Void,Energy,Special,Wave Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['High-Velocity Rounds', 'Implosion Rounds']","['Killing Wind', 'Underdog', 'Lead from Gold', 'Moving Target', 'Ambitious Assassin', 'Surplus']","['Rampage', 'Threat Detector', 'Wellspring', 'Unrelenting', 'Snapshot Sights', 'Auto-Loading Holster']"
991314988,Rocket Launcher,Bad Omens,Void,Power,Heavy,Aggressive Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds']","['Tracking Module', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights']","['Cluster Bomb', 'Quickdraw', 'Genesis', 'Kill Clip']"
1030895163,Fusion Rifle,Glacioclasm,Void,Energy,Special,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Ambitious Assassin', 'Slideshot', 'Under Pressure', 'Surplus', 'Field Prep', 'Killing Wind']","['Demolitionist', 'Surrounded', 'Unrelenting', 'Swashbuckler', 'Auto-Loading Holster', 'High-Impact Reserves']"
1046651176,Hand Cannon,Bottom Dollar,Void,Energy,Primary,Aggressive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Surplus', 'Killing Wind', ""Fourth Time's the Charm"", 'Pulse Monitor', 'Feeding Frenzy', 'Hip-Fire Grip', 'Subsistence', 'Rapid Hit', 'Quickdraw', 'Slideshot', 'Rangefinder', 'Outlaw']","['Thresh', 'Wellspring', 'Unrelenting', 'Disruption Break', 'Multikill Clip', 'High-Impact Reserves', 'Rampage', 'Eye of the Storm', 'Demolitionist', 'Dragonfly', 'Explosive Payload', 'Opening Shot']"
1096206669,Shotgun,IKELOS_SG_v1.0.2,Solar,Energy,Special,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']","['Feeding Frenzy', 'Lead from Gold', 'Firmly Planted', 'Pulse Monitor', 'Moving Target', 'Threat Detector']","['Trench Barrel', 'Disruption Break', 'Vorpal Weapon', 'Surrounded', 'Rampage', 'Elemental Capacitor']"
1097616550,Submachine Gun,Extraordinary Rendition,Kinetic,Kinetic,Primary,Aggressive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Subsistence', 'Overflow', 'Surplus', 'Zen Moment', 'Outlaw', 'Firmly Planted']","['Multikill Clip', 'Thresh', 'Tap the Trigger', 'Rampage', 'Frenzy', 'One for All']"
1119734784,Auto Rifle,Chroma Rush,Kinetic,Kinetic,Primary,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Heating Up', 'Moving Target', 'Feeding Frenzy', 'Tunnel Vision', 'Dynamic Sway Reduction', 'Subsistence']","['Adrenaline Junkie', 'Tap the Trigger', 'Kill Clip', 'Rampage', 'Thresh', 'Wellspring']"
1162247618,Pulse Rifle,Jian 7 Rifle,Arc,Energy,Primary,Adaptive Frame,"['SRO-37 Ocular', 'SRO-41 Ocular', 'SRO-52 Ocular', 'SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Zen Moment', 'Firmly Planted', 'Grave Robber', 'Disruption Break', 'Full Auto Trigger System']","['Swashbuckler', 'Rampage', 'Outlaw', 'Rangefinder', 'Dragonfly']"
1173780905,Pulse Rifle,The Messenger (Adept),Kinetic,Kinetic,Primary,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Rapid Hit', 'Zen Moment', 'Killing Wind', 'Outlaw', 'Moving Target']","['One for All', 'Desperado', 'Headseeker', 'Celerity', 'Kill Clip', 'Celerity']"
1179141605,Shotgun,Felwinter's Lie,Solar,Energy,Special,Shot Package,['Static'],['Static'],['Static'],['Static']
1197486957,Sidearm,High Albedo,Kinetic,Kinetic,Primary,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Ambitious Assassin', 'Slideways', 'Threat Detector', 'Surplus', 'Killing Wind', 'Full Auto Trigger System']","['Snapshot Sights', 'Wellspring', 'Unrelenting', 'Demolitionist', 'Headseeker', 'High-Impact Reserves']"
1200824700,Hand Cannon,IKELOS_HC_v1.0.2,Void,Energy,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Seraph Rounds', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Genesis', 'Slideways', 'Threat Detector', 'Subsistence', 'Triple Tap']","['Eye of the Storm', 'High-Impact Reserves', 'Disruption Break', 'Vorpal Weapon', 'Rampage']"
1216130969,Pulse Rifle,Cold Denial,Kinetic,Kinetic,Primary,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Grave Robber', 'Feeding Frenzy', 'Zen Moment', 'Pulse Monitor', 'Killing Wind', 'Threat Detector']","['Headseeker', 'Swashbuckler', 'Unrelenting', 'Eye of the Storm', 'Multikill Clip', 'Sympathetic Arsenal']"
1216319404,Hand Cannon,Fatebringer (Timelost),Kinetic,Kinetic,Primary,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Rewind Rounds', 'Killing Wind', 'Tunnel Vision', 'Osmosis', 'Thresh', 'Explosive Payload', 'Explosive Payload']","['Eye of the Storm', 'Kill Clip', 'Frenzy', 'Opening Shot', 'Adrenaline Junkie', 'Firefly', 'Firefly']"
1253087083,Sniper Rifle,IKELOS_SR_v1.0.2,Solar,Energy,Special,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Seraph Rounds', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['No Distractions', 'Moving Target', ""Fourth Time's the Charm"", 'Triple Tap', 'Feeding Frenzy']","['Multikill Clip', 'Disruption Break', 'High-Impact Reserves', 'Quickdraw', 'Box Breathing']"
1271343896,Sniper Rifle,Widow's Bite,Solar,Energy,Special,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Pulse Monitor', 'Slideshot', 'Lead from Gold', 'Feeding Frenzy', 'Firmly Planted']","['Demolitionist', 'Eye of the Storm', 'Disruption Break', 'Quickdraw', 'Opening Shot']"
1289000550,Fusion Rifle,PLUG ONE.1,Arc,Energy,Special,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Heating Up', 'Under Pressure', 'Bottomless Grief', 'Killing Wind', 'Feeding Frenzy', 'Quickdraw', 'Bottomless Grief']","['Cornered', 'Adrenaline Junkie', 'Kickstart', 'Reservoir Burst', 'Backup Plan', 'Thresh']"
1313528549,Sword,Sola's Scar,Solar,Power,Heavy,Caster Frame,"['Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge']","['Balanced Guard', 'Burst Guard', 'Enduring Guard', 'Heavy Guard', ""Swordmaster's Guard""]","['Tireless Blade', 'Relentless Strikes', 'Energy Transfer']","['Thresh', 'Vorpal Weapon', 'En Garde', ""Assassin's Blade"", 'Chain Reaction', 'Counterattack', 'Thresh']"
1366917989,Rocket Launcher,Tomorrow's Answer (Adept),Void,Power,Heavy,High-Impact Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']","['Impulse Amplifier', 'Auto-Loading Holster', 'Ambitious Assassin', 'Quickdraw', 'Tracking Module']","['Chain Reaction', 'Unrelenting', 'Lasting Impression', 'Thresh', 'Cluster Bomb']"
1392919471,Scout Rifle,Trustee,Solar,Energy,Primary,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Killing Wind', 'Under Pressure', 'Zen Moment', 'Reconstruction', 'Surplus', 'Outlaw']","['Sympathetic Arsenal', 'Redirection', 'Opening Shot', 'High-Impact Reserves', 'Wellspring', 'Eye of the Storm']"
1402766122,Shotgun,Retrofuturist,Void,Energy,Special,Lightweight Frame,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']","['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']","['Quickdraw', 'Dual Loader', 'Feeding Frenzy', 'Underdog', 'Pulse Monitor', 'Hip-Fire Grip']","['Thresh', 'Unrelenting', 'Swashbuckler', 'Trench Barrel', 'Snapshot Sights', 'One for All']"
1481892490,Hand Cannon,The Palindrome (Adept),Void,Energy,Primary,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Subsistence', 'Quickdraw', 'Overflow', 'Killing Wind', 'Bottomless Grief', 'Outlaw', 'Bottomless Grief']","['One for All', 'Thresh', 'Unrelenting', 'Rampage', 'Rangefinder', 'High-Impact Reserves']"
1506719573,Submachine Gun,Cold Front,Kinetic,Kinetic,Primary,Aggressive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Surplus', 'Underdog', 'Quickdraw', 'Under Pressure', 'Dynamic Sway Reduction', 'Subsistence']","['Rampage', 'Surrounded', 'Swashbuckler', 'Unrelenting', 'Thresh', 'One for All']"
1513993763,Submachine Gun,Friction Fire,Kinetic,Kinetic,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Killing Wind', 'Subsistence', 'Threat Detector', 'Auto-Loading Holster', 'Zen Moment', 'Field Prep']","['Unrelenting', 'Sympathetic Arsenal', 'Slideways', 'Wellspring', 'Vorpal Weapon', 'Rampage']"
1561006927,Auto Rifle,Seventh Seraph Carbine,Kinetic,Kinetic,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Hip-Fire Grip', 'Slideshot', ""Fourth Time's the Charm"", 'Threat Detector', 'Underdog', 'Auto-Loading Holster']","['Elemental Capacitor', 'Vorpal Weapon', 'Rangefinder', 'Swashbuckler', 'Rampage', 'Moving Target']"
1621558458,Pulse Rifle,Gridskipper,Void,Energy,Primary,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Tunnel Vision', 'Killing Wind', 'Moving Target', 'Heating Up', 'Firmly Planted', 'Slideways']","['Frenzy', 'Adrenaline Junkie', 'Thresh', 'High-Impact Reserves', 'Multikill Clip', 'Snapshot Sights']"
1621657423,Combat Bow,Biting Winds,Kinetic,Kinetic,Primary,Precision Frame,"['Agile Bowstring', 'Tactile String', 'Elastic String', 'Flexible String', 'High Tension String', 'Natural String', 'Polymer String']","['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Fiberglass Arrow Shaft', 'Helical Fletching', 'Natural Fletching', 'Straight Fletching']","['Killing Wind', 'No Distractions', 'Moving Target', 'Rapid Hit', 'Quickdraw', 'Surplus']","['Unrelenting', 'Sympathetic Arsenal', 'Swashbuckler', 'Rangefinder', 'Explosive Head', 'Snapshot Sights']"
1641430382,Scout Rifle,The Guiding Sight,Kinetic,Kinetic,Primary,High-Impact Frame,"['Rifle Scope ST', 'Rifle Scope SSF', 'Cleanshot IS', 'Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Rapid Hit', 'Slideshot', 'Quickdraw', 'Surplus', 'Ambitious Assassin', 'Hip-Fire Grip']","['Iron Grip', 'Iron Gaze', 'Vorpal Weapon', 'One for All', 'Osmosis', 'Zen Moment']"
1644680957,Fusion Rifle,Null Composure,Void,Energy,Special,Rapid-Fire Frame,['Static'],['Static'],['Static'],['Static']
1690783811,Auto Rifle,The Forward Path,Kinetic,Kinetic,Primary,Adaptive Frame,"['Rifle Scope ST', 'Rifle Scope SSF', 'Cleanshot IS', 'Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Grave Robber', 'Hip-Fire Grip', 'Feeding Frenzy', 'Pulse Monitor', 'Dynamic Sway Reduction', ""Fourth Time's the Charm""]","['Iron Grip', 'Iron Gaze', 'Swashbuckler', 'Multikill Clip', 'Eye of the Storm', 'Tap the Trigger']"
1697682876,Shotgun,Astral Horizon,Kinetic,Kinetic,Special,Aggressive Frame,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']","['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']","['Lead from Gold', 'Auto-Loading Holster', 'Dual Loader', 'Surplus', 'Pulse Monitor']","['Demolitionist', 'Trench Barrel', 'Opening Shot', 'Celerity', 'Killing Wind']"
1723380073,Sidearm,Enigma's Draw,Kinetic,Kinetic,Primary,Precision Frame,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Zen Moment', 'Full Auto Trigger System', 'Opening Shot', 'Grave Robber', 'Triple Tap']","['Swashbuckler', 'Elemental Capacitor', 'Demolitionist', 'Rapid Hit', 'Rangefinder']"
1766088024,Machine Gun,Thermal Erosion,Solar,Power,Heavy,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Killing Wind', 'Quickdraw', 'Zen Moment', 'Underdog', 'Hip-Fire Grip', 'Field Prep']","['Dragonfly', 'Dynamic Sway Reduction', 'Wellspring', 'Snapshot Sights', 'Demolitionist', 'Tap the Trigger']"
