,hash,reusablePlugItems
1561180228,1561180228,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779035018}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2387244414}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}]"
1563804798,1563804798,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2600330634}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2620835322}]"
1571809010,1571809010,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1332244541}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 466087222}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1482024992}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1300023272}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4090651448}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1047830412}]"
1575733413,1575733413,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 3275789089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1556840489}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2866798147}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}]"
1579669541,1579669541,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1771339417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1354429876}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2551157718}]"
1581366527,1581366527,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1553920866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2230385985}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 625442459}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 204379057}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2500662503}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2807591295}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3272284147}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 901009259}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2417261591}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2190013560}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 729228807}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3060956649}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2004812199}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2261839061}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2132812461}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 417861857}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 970151529}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 175447717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2268589328}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3045360783}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2417304911}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3203727595}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 597281635}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 73015}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3763271097}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3992556923}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3882993517}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706559219}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2867247961}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2909952716}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931229360}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1370127613}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1281522919}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 963778029}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3789172379}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 115819390}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 792638842}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1807139373}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 134899365}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2303800333}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1972078973}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3945536197}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2701881372}]"
1596737229,1596737229,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 11612903}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4049631843}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3824105627}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3824105627}]"
1603231045,1603231045,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 702981643}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1974045428}]"
1604476507,1604476507,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2323986101}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2788909693}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1588595445}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 736000386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 941997506}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 984527513}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4091000557}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 371216963}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1513326571}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3228611386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3785661089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 518387148}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 666440382}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1837151577}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1471333428}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1334978104}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 229003538}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2299766748}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4278960718}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 634781242}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1525622117}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1710791394}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3789184904}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3018373291}]"
1604760990,1604760990,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2946784966}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1570042021}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2039302152}]"
1614414416,1614414416,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2244851822}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 818211479}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1685431615}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3708227201}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3016987351}]"
1618003957,1618003957,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3400784728}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}]"
1619593829,1619593829,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2396489472}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1275731761}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}]"
1621457741,1621457741,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3977735242}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 951095735}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3643424744}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3643424744}]"
1626177470,1626177470,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2946784966}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}]"
1632276528,1632276528,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3511092054}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4267945040}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3592538738}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}]"
1638260978,1638260978,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 702981643}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 159907007}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3778646768}]"
1643504802,1643504802,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4048902980}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 877194565}]"
1645037860,1645037860,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1866048759}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}]"
1647935845,1647935845,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1866048759}]"
1655924732,1655924732,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 409831596}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3301904089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2985827016}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1771897777}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1380253176}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2822142346}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 332133599}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3373736292}]"
1662011404,1662011404,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 1866048759}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}]"
1688450142,1688450142,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}]"
1694595116,1694595116,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2679249093}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4104185692}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}]"
1695233576,1695233576,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2010801679}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3096702027}]"
1698417464,1698417464,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2039302152}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2387244414}]"
1699680071,1699680071,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2620835322}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1812356167}]"
1707676716,1707676716,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1645158859}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}]"
1712791929,1712791929,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2117683199}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}]"
1721629341,1721629341,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3807544519}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 577345565}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2449203932}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2552954151}]"
1732016214,1732016214,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}]"
